"GEOID","STATE","COUNTY","TOTAL_POPULATION","DISADVANTAGED_POPULATION","PCT_DISADVANTAGED"
12037,Florida,Franklin County,11811,11811,1
12065,Florida,Jefferson County,14161,14161,1
12067,Florida,Lafayette County,8637,8637,1
12079,Florida,Madison County,18460,18460,1
12063,Florida,Jackson County,47945,47945,1
12075,Florida,Levy County,40403,40403,1
12125,Florida,Union County,15303,15303,1
12093,Florida,Okeechobee County,41144,41144,1
12043,Florida,Glades County,13516,13516,1
12047,Florida,Hamilton County,14326,14326,1
13273,Georgia,Terrell County,8737,8737,1
13201,Georgia,Miller County,5787,5787,1
13061,Georgia,Clay County,2951,2951,1
13309,Georgia,Wheeler County,7928,7928,1
13107,Georgia,Emanuel County,22533,22533,1
13301,Georgia,Warren County,5297,5297,1
13307,Georgia,Webster County,2610,2610,1
13289,Georgia,Twiggs County,8229,8229,1
13005,Georgia,Bacon County,11201,11201,1
13081,Georgia,Crisp County,22713,22713,1
13317,Georgia,Wilkes County,9844,9844,1
13197,Georgia,Marion County,8432,8432,1
13243,Georgia,Randolph County,6973,6973,1
13165,Georgia,Jenkins County,8793,8793,1
13263,Georgia,Talbot County,6321,6321,1
13017,Georgia,Ben Hill County,17033,17033,1
13079,Georgia,Crawford County,12325,12325,1
13269,Georgia,Taylor County,8116,8116,1
13099,Georgia,Early County,10312,10312,1
13181,Georgia,Lincoln County,7856,7856,1
13131,Georgia,Grady County,24828,24828,1
13199,Georgia,Meriwether County,21106,21106,1
13065,Georgia,Clinch County,6686,6686,1
13251,Georgia,Screven County,13989,13989,1
13287,Georgia,Turner County,7943,7943,1
13167,Georgia,Johnson County,9691,9691,1
13011,Georgia,Banks County,18708,18708,1
13205,Georgia,Mitchell County,22244,22244,1
13315,Georgia,Wilcox County,8824,8824,1
13271,Georgia,Telfair County,16035,16035,1
13265,Georgia,Taliaferro County,1611,1611,1
13163,Georgia,Jefferson County,15618,15618,1
13283,Georgia,Treutlen County,6795,6795,1
13159,Georgia,Jasper County,13916,13916,1
13253,Georgia,Seminole County,8321,8321,1
13105,Georgia,Elbert County,19166,19166,1
13075,Georgia,Cook County,17177,17177,1
13259,Georgia,Stewart County,6293,6293,1
13087,Georgia,Decatur County,26682,26682,1
13019,Georgia,Berrien County,19152,19152,1
13141,Georgia,Hancock County,8515,8515,1
13037,Georgia,Calhoun County,6365,6365,1
13093,Georgia,Dooly County,13736,13736,1
13193,Georgia,Macon County,13305,13305,1
13043,Georgia,Candler County,10812,10812,1
13007,Georgia,Baker County,3132,3132,1
13239,Georgia,Quitman County,2289,2289,1
18025,Indiana,Crawford County,10569,10569,1
18111,Indiana,Newton County,13992,13992,1
18155,Indiana,Switzerland County,10685,10685,1
30053,Montana,Lincoln County,19537,19537,1
30037,Montana,Golden Valley County,728,728,1
30035,Montana,Glacier County,13732,13732,1
30079,Montana,Prairie County,1252,1252,1
30051,Montana,Liberty County,2351,2351,1
30011,Montana,Carter County,1331,1331,1
30065,Montana,Musselshell County,4766,4766,1
30061,Montana,Mineral County,4251,4251,1
30005,Montana,Blaine County,6719,6719,1
30033,Montana,Garfield County,1036,1036,1
30045,Montana,Judith Basin County,1954,1954,1
30089,Montana,Sanders County,11681,11681,1
30071,Montana,Phillips County,4077,4077,1
30003,Montana,Big Horn County,13387,13387,1
30101,Montana,Toole County,4892,4892,1
30107,Montana,Wheatland County,2142,2142,1
30103,Montana,Treasure County,668,668,1
56027,Wyoming,Niobrara County,2422,2422,1
05135,Arkansas,Sharp County,17139,17139,1
05113,Arkansas,Polk County,20094,20094,1
05049,Arkansas,Fulton County,12231,12231,1
05065,Arkansas,Izard County,13570,13570,1
05067,Arkansas,Jackson County,17027,17027,1
05021,Arkansas,Clay County,14889,14889,1
05077,Arkansas,Lee County,9194,9194,1
05041,Arkansas,Desha County,11709,11709,1
05101,Arkansas,Newton County,7812,7812,1
05141,Arkansas,Van Buren County,16642,16642,1
05117,Arkansas,Prairie County,8189,8189,1
05147,Arkansas,Woodruff County,6533,6533,1
05099,Arkansas,Nevada County,8351,8351,1
05097,Arkansas,Montgomery County,8950,8950,1
05123,Arkansas,St. Francis County,25900,25900,1
05017,Arkansas,Chicot County,10615,10615,1
05013,Arkansas,Calhoun County,5192,5192,1
05089,Arkansas,Marion County,16476,16476,1
05137,Arkansas,Stone County,12475,12475,1
05047,Arkansas,Franklin County,17738,17738,1
05103,Arkansas,Ouachita County,23830,23830,1
05015,Arkansas,Carroll County,27965,27965,1
05129,Arkansas,Searcy County,7908,7908,1
05121,Arkansas,Randolph County,17695,17695,1
05011,Arkansas,Bradley County,10874,10874,1
05149,Arkansas,Yell County,21464,21464,1
05127,Arkansas,Scott County,10376,10376,1
05095,Arkansas,Monroe County,7050,7050,1
05061,Arkansas,Howard County,13311,13311,1
05073,Arkansas,Lafayette County,6800,6800,1
05107,Arkansas,Phillips County,18606,18606,1
08021,Colorado,Conejos County,8128,8128,1
08109,Colorado,Saguache County,6592,6592,1
08023,Colorado,Costilla County,3745,3745,1
08125,Colorado,Yuma County,10003,10003,1
08025,Colorado,Crowley County,5754,5754,1
08033,Colorado,Dolores County,1857,1857,1
08115,Colorado,Sedgwick County,2322,2322,1
08061,Colorado,Kiowa County,1489,1489,1
08027,Colorado,Custer County,4776,4776,1
08011,Colorado,Bent County,5787,5787,1
08073,Colorado,Lincoln County,5585,5585,1
08009,Colorado,Baca County,3561,3561,1
08105,Colorado,Rio Grande County,11305,11305,1
17151,Illinois,Pope County,4203,4203,1
17003,Illinois,Alexander County,6260,6260,1
17153,Illinois,Pulaski County,5510,5510,1
17069,Illinois,Hardin County,3939,3939,1
17127,Illinois,Massac County,14219,14219,1
21053,Kentucky,Clinton County,10193,10193,1
21135,Kentucky,Lewis County,13417,13417,1
21139,Kentucky,Livingston County,9235,9235,1
21143,Kentucky,Lyon County,8271,8271,1
21119,Kentucky,Knott County,15260,15260,1
21025,Kentucky,Breathitt County,12977,12977,1
21013,Kentucky,Bell County,26791,26791,1
21009,Kentucky,Barren County,43884,43884,1
21207,Kentucky,Russell County,17778,17778,1
21197,Kentucky,Powell County,12304,12304,1
21075,Kentucky,Fulton County,6130,6130,1
21003,Kentucky,Allen County,20944,20944,1
21045,Kentucky,Casey County,15885,15885,1
21171,Kentucky,Monroe County,10627,10627,1
21055,Kentucky,Crittenden County,9000,9000,1
21137,Kentucky,Lincoln County,24476,24476,1
21129,Kentucky,Lee County,6881,6881,1
21131,Kentucky,Leslie County,10283,10283,1
21187,Kentucky,Owen County,10796,10796,1
21189,Kentucky,Owsley County,4442,4442,1
21043,Kentucky,Carter County,27159,27159,1
21133,Kentucky,Letcher County,22295,22295,1
21181,Kentucky,Nicholas County,7153,7153,1
21201,Kentucky,Robertson County,2123,2123,1
21011,Kentucky,Bath County,12355,12355,1
21041,Kentucky,Carroll County,10671,10671,1
21121,Kentucky,Knox County,31365,31365,1
21087,Kentucky,Green County,10979,10979,1
21061,Kentucky,Edmonson County,12138,12138,1
21193,Kentucky,Perry County,26624,26624,1
21071,Kentucky,Floyd County,36456,36456,1
21231,Kentucky,Wayne County,20546,20546,1
21169,Kentucky,Metcalfe County,10036,10036,1
21057,Kentucky,Cumberland County,6697,6697,1
21115,Kentucky,Johnson County,22634,22634,1
21159,Kentucky,Martin County,11648,11648,1
21099,Kentucky,Hart County,18729,18729,1
21175,Kentucky,Morgan County,13288,13288,1
21153,Kentucky,Magoffin County,12491,12491,1
21109,Kentucky,Jackson County,13369,13369,1
21105,Kentucky,Hickman County,4510,4510,1
21147,Kentucky,McCreary County,17465,17465,1
21237,Kentucky,Wolfe County,7207,7207,1
21051,Kentucky,Clay County,20368,20368,1
21127,Kentucky,Lawrence County,15671,15671,1
21165,Kentucky,Menifee County,6443,6443,1
21095,Kentucky,Harlan County,26699,26699,1
21063,Kentucky,Elliott County,7510,7510,1
21065,Kentucky,Estill County,14224,14224,1
26119,Michigan,Montmorency County,9265,9265,1
26135,Michigan,Oscoda County,8248,8248,1
26113,Michigan,Missaukee County,15028,15028,1
26011,Michigan,Arenac County,15070,15070,1
26129,Michigan,Ogemaw County,20898,20898,1
26085,Michigan,Lake County,11852,11852,1
26013,Michigan,Baraga County,8421,8421,1
26133,Michigan,Osceola County,23290,23290,1
26035,Michigan,Clare County,30651,30651,1
29149,Missouri,Oregon County,10647,10647,1
29215,Missouri,Texas County,25604,25604,1
29153,Missouri,Ozark County,9207,9207,1
29163,Missouri,Pike County,18455,18455,1
29065,Missouri,Dent County,15545,15545,1
29155,Missouri,Pemiscot County,16663,16663,1
29197,Missouri,Schuyler County,4555,4555,1
29181,Missouri,Ripley County,13567,13567,1
29119,Missouri,McDonald County,22782,22782,1
29139,Missouri,Montgomery County,11487,11487,1
29035,Missouri,Carter County,6147,6147,1
29221,Missouri,Washington County,24860,24860,1
29141,Missouri,Morgan County,20271,20271,1
29133,Missouri,Mississippi County,13574,13574,1
29223,Missouri,Wayne County,13195,13195,1
29057,Missouri,Dade County,7578,7578,1
29185,Missouri,St. Clair County,9370,9370,1
29009,Missouri,Barry County,35530,35530,1
29023,Missouri,Butler County,42656,42656,1
29179,Missouri,Reynolds County,6290,6290,1
29017,Missouri,Bollinger County,12225,12225,1
29199,Missouri,Scotland County,4902,4902,1
29207,Missouri,Stoddard County,29377,29377,1
29171,Missouri,Putnam County,4781,4781,1
29085,Missouri,Hickory County,9404,9404,1
29081,Missouri,Harrison County,8491,8491,1
29093,Missouri,Iron County,10164,10164,1
29075,Missouri,Gentry County,6616,6616,1
29025,Missouri,Caldwell County,9039,9039,1
29067,Missouri,Douglas County,13306,13306,1
29091,Missouri,Howell County,40104,40104,1
29039,Missouri,Cedar County,14043,14043,1
29203,Missouri,Shannon County,8217,8217,1
29143,Missouri,New Madrid County,17560,17560,1
29103,Missouri,Knox County,3947,3947,1
29123,Missouri,Madison County,12179,12179,1
29229,Missouri,Wright County,18203,18203,1
31133,Nebraska,Pawnee County,2649,2649,1
31113,Nebraska,Logan County,927,927,1
31057,Nebraska,Dundy County,1913,1913,1
31065,Nebraska,Furnas County,4747,4747,1
31071,Nebraska,Garfield County,2001,2001,1
31115,Nebraska,Loup County,605,605,1
31183,Nebraska,Wheeler County,783,783,1
31129,Nebraska,Nuckolls County,4244,4244,1
31085,Nebraska,Hayes County,893,893,1
31075,Nebraska,Grant County,722,722,1
31105,Nebraska,Kimball County,3633,3633,1
31087,Nebraska,Hitchcock County,2815,2815,1
31173,Nebraska,Thurston County,7181,7181,1
31017,Nebraska,Brown County,3015,3015,1
31005,Nebraska,Arthur County,427,427,1
40031,Oklahoma,Comanche County,121762,121762,1
40057,Oklahoma,Harmon County,2710,2710,1
40125,Oklahoma,Pottawatomie County,72154,72154,1
40039,Oklahoma,Custer County,29152,29152,1
40141,Oklahoma,Tillman County,7413,7413,1
40105,Oklahoma,Nowata County,10322,10322,1
40075,Oklahoma,Kiowa County,8886,8886,1
40127,Oklahoma,Pushmataha County,11128,11128,1
40117,Oklahoma,Pawnee County,16412,16412,1
40013,Oklahoma,Bryan County,46457,46457,1
40111,Oklahoma,Okmulgee County,38749,38749,1
40143,Oklahoma,Tulsa County,646419,646419,1
40133,Oklahoma,Seminole County,24832,24832,1
40011,Oklahoma,Blaine County,9556,9556,1
40023,Oklahoma,Choctaw County,14807,14807,1
40037,Oklahoma,Creek County,71427,71427,1
40149,Oklahoma,Washita County,11225,11225,1
40079,Oklahoma,Le Flore County,50026,50026,1
40121,Oklahoma,Pittsburg County,44146,44146,1
40097,Oklahoma,Mayes County,41044,41044,1
40029,Oklahoma,Coal County,5581,5581,1
40077,Oklahoma,Latimer County,10348,10348,1
40099,Oklahoma,Murray County,13946,13946,1
40113,Oklahoma,Osage County,47226,47226,1
40009,Oklahoma,Beckham County,22268,22268,1
40041,Oklahoma,Delaware County,42433,42433,1
40005,Oklahoma,Atoka County,13823,13823,1
40021,Oklahoma,Cherokee County,48664,48664,1
40107,Oklahoma,Okfuskee County,12067,12067,1
40123,Oklahoma,Pontotoc County,38355,38355,1
40147,Oklahoma,Washington County,51886,51886,1
40145,Oklahoma,Wagoner County,78958,78958,1
40101,Oklahoma,Muskogee County,68736,68736,1
40069,Oklahoma,Johnston County,11064,11064,1
40089,Oklahoma,McCurtain County,33016,33016,1
40091,Oklahoma,McIntosh County,19725,19725,1
40015,Oklahoma,Caddo County,29242,29242,1
40019,Oklahoma,Carter County,48319,48319,1
40137,Oklahoma,Stephens County,43647,43647,1
40095,Oklahoma,Marshall County,16505,16505,1
40063,Oklahoma,Hughes County,13372,13372,1
40129,Oklahoma,Roger Mills County,3667,3667,1
40115,Oklahoma,Ottawa County,31454,31454,1
40035,Oklahoma,Craig County,14390,14390,1
40131,Oklahoma,Rogers County,91353,91353,1
40001,Oklahoma,Adair County,22220,22220,1
40043,Oklahoma,Dewey County,4922,4922,1
40033,Oklahoma,Cotton County,5858,5858,1
40049,Oklahoma,Garvin County,27835,27835,1
40081,Oklahoma,Lincoln County,34895,34895,1
40067,Oklahoma,Jefferson County,6158,6158,1
40055,Oklahoma,Greer County,5861,5861,1
40061,Oklahoma,Haskell County,12687,12687,1
40135,Oklahoma,Sequoyah County,41709,41709,1
51027,Virginia,Buchanan County,21788,21788,1
51025,Virginia,Brunswick County,16520,16520,1
51037,Virginia,Charlotte County,12040,12040,1
51063,Virginia,Floyd County,15704,15704,1
51640,Virginia,Galax city,6517,6517,1
51029,Virginia,Buckingham County,17059,17059,1
51111,Virginia,Lunenburg County,12282,12282,1
51051,Virginia,Dickenson County,14756,14756,1
51530,Virginia,Buena Vista city,6484,6484,1
51720,Virginia,Norton city,3970,3970,1
51105,Virginia,Lee County,23948,23948,1
51595,Virginia,Emporia city,5442,5442,1
51173,Virginia,Smyth County,30767,30767,1
51017,Virginia,Bath County,4307,4307,1
51135,Virginia,Nottoway County,15433,15433,1
51091,Virginia,Highland County,2204,2204,1
22021,Louisiana,Caldwell Parish,9992,9992,1
22035,Louisiana,East Carroll Parish,7096,7096,1
22059,Louisiana,La Salle Parish,14936,14936,1
22027,Louisiana,Claiborne Parish,15985,15985,1
22083,Louisiana,Richland Parish,20350,20350,1
22041,Louisiana,Franklin Parish,20238,20238,1
22007,Louisiana,Assumption Parish,22478,22478,1
22047,Louisiana,Iberville Parish,32822,32822,1
22081,Louisiana,Red River Parish,8565,8565,1
22123,Louisiana,West Carroll Parish,11041,11041,1
22107,Louisiana,Tensas Parish,4561,4561,1
22009,Louisiana,Avoyelles Parish,40669,40669,1
22013,Louisiana,Bienville Parish,13564,13564,1
22039,Louisiana,Evangeline Parish,33589,33589,1
22065,Louisiana,Madison Parish,11306,11306,1
27087,Minnesota,Mahnomen County,5501,5501,1
47151,Tennessee,Scott County,21969,21969,1
47129,Tennessee,Morgan County,21545,21545,1
47109,Tennessee,McNairy County,25844,25844,1
47029,Tennessee,Cocke County,35552,35552,1
47069,Tennessee,Hardeman County,25443,25443,1
47079,Tennessee,Henry County,32284,32284,1
47067,Tennessee,Hancock County,6587,6587,1
47007,Tennessee,Bledsoe County,14836,14836,1
47077,Tennessee,Henderson County,27977,27977,1
47039,Tennessee,Decatur County,11686,11686,1
47171,Tennessee,Unicoi County,17811,17811,1
47095,Tennessee,Lake County,7401,7401,1
47061,Tennessee,Grundy County,13344,13344,1
47081,Tennessee,Hickman County,24813,24813,1
47049,Tennessee,Fentress County,18213,18213,1
47057,Tennessee,Grainger County,23101,23101,1
47135,Tennessee,Perry County,7962,7962,1
47175,Tennessee,Van Buren County,5760,5760,1
47027,Tennessee,Clay County,7654,7654,1
47087,Tennessee,Jackson County,11682,11682,1
47101,Tennessee,Lewis County,12027,12027,1
47173,Tennessee,Union County,19488,19488,1
47071,Tennessee,Hardin County,25715,25715,1
47181,Tennessee,Wayne County,16693,16693,1
47137,Tennessee,Pickett County,5079,5079,1
55078,Wisconsin,Menominee County,4558,4558,1
06103,California,Tehama County,63912,63912,1
06049,California,Modoc County,8907,8907,1
06003,California,Alpine County,1039,1039,1
35041,New Mexico,Roosevelt County,18888,18888,1
35006,New Mexico,Cibola County,26891,26891,1
35033,New Mexico,Mora County,4536,4536,1
35003,New Mexico,Catron County,3526,3526,1
35057,New Mexico,Torrance County,15519,15519,1
35037,New Mexico,Quay County,8326,8326,1
35039,New Mexico,Rio Arriba County,39159,39159,1
35007,New Mexico,Colfax County,12168,12168,1
35023,New Mexico,Hidalgo County,4297,4297,1
35011,New Mexico,De Baca County,2040,2040,1
35055,New Mexico,Taos County,32786,32786,1
35059,New Mexico,Union County,4133,4133,1
35021,New Mexico,Harding County,441,441,1
35029,New Mexico,Luna County,24083,24083,1
35047,New Mexico,San Miguel County,27738,27738,1
35019,New Mexico,Guadalupe County,4353,4353,1
35051,New Mexico,Sierra County,11031,11031,1
53001,Washington,Adams County,19594,19594,1
53019,Washington,Ferry County,7578,7578,1
28133,Mississippi,Sunflower County,26168,26168,1
28161,Mississippi,Yalobusha County,12367,12367,1
28163,Mississippi,Yazoo County,28565,28565,1
28069,Mississippi,Kemper County,9943,9943,1
28055,Mississippi,Issaquena County,1361,1361,1
28037,Mississippi,Franklin County,7733,7733,1
28103,Mississippi,Noxubee County,10700,10700,1
28065,Mississippi,Jefferson Davis County,11339,11339,1
28053,Mississippi,Humphreys County,8389,8389,1
28077,Mississippi,Lawrence County,12633,12633,1
28107,Mississippi,Panola County,34190,34190,1
28157,Mississippi,Wilkinson County,8875,8875,1
28051,Mississippi,Holmes County,17737,17737,1
28125,Mississippi,Sharkey County,4404,4404,1
28001,Mississippi,Adams County,31266,31266,1
28019,Mississippi,Choctaw County,8277,8277,1
28083,Mississippi,Leflore County,29222,29222,1
28005,Mississippi,Amite County,12412,12412,1
28003,Mississippi,Alcorn County,37090,37090,1
28091,Mississippi,Marion County,24990,24990,1
28117,Mississippi,Prentiss County,25255,25255,1
28017,Mississippi,Chickasaw County,17193,17193,1
28061,Mississippi,Jasper County,16505,16505,1
28147,Mississippi,Walthall County,14477,14477,1
28007,Mississippi,Attala County,18437,18437,1
28129,Mississippi,Smith County,16009,16009,1
28151,Mississippi,Washington County,46057,46057,1
28013,Mississippi,Calhoun County,14499,14499,1
28143,Mississippi,Tunica County,9988,9988,1
28097,Mississippi,Montgomery County,10068,10068,1
28021,Mississippi,Claiborne County,9089,9089,1
28119,Mississippi,Quitman County,7187,7187,1
28063,Mississippi,Jefferson County,7225,7225,1
28031,Mississippi,Covington County,18978,18978,1
28141,Mississippi,Tishomingo County,19441,19441,1
28159,Mississippi,Winston County,18229,18229,1
28025,Mississippi,Clay County,19640,19640,1
28009,Mississippi,Benton County,8232,8232,1
28039,Mississippi,George County,23917,23917,1
28079,Mississippi,Leake County,22792,22792,1
28113,Mississippi,Pike County,39532,39532,1
28135,Mississippi,Tallahatchie County,14158,14158,1
28139,Mississippi,Tippah County,22018,22018,1
28123,Mississippi,Scott County,28332,28332,1
72087,Puerto Rico,Loíza Municipio,25778,25778,1
72003,Puerto Rico,Aguada Municipio,37954,37954,1
72011,Puerto Rico,Añasco Municipio,26934,26934,1
72001,Puerto Rico,Adjuntas Municipio,17891,17891,1
72125,Puerto Rico,San Germán Municipio,31442,31442,1
72047,Puerto Rico,Corozal Municipio,33500,33500,1
72015,Puerto Rico,Arroyo Municipio,17805,17805,1
72093,Puerto Rico,Maricao Municipio,6075,6075,1
72085,Puerto Rico,Las Piedras Municipio,37499,37499,1
72049,Puerto Rico,Culebra Municipio,1311,1311,1
72039,Puerto Rico,Ciales Municipio,16513,16513,1
72023,Puerto Rico,Cabo Rojo Municipio,48487,48487,1
72059,Puerto Rico,Guayanilla Municipio,18514,18514,1
72041,Puerto Rico,Cidra Municipio,39607,39607,1
72115,Puerto Rico,Quebradillas Municipio,23629,23629,1
72151,Puerto Rico,Yabucoa Municipio,33499,33499,1
72029,Puerto Rico,Canóvanas Municipio,45588,45588,1
72073,Puerto Rico,Jayuya Municipio,14539,14539,1
72079,Puerto Rico,Lajas Municipio,22835,22835,1
72095,Puerto Rico,Maunabo Municipio,10776,10776,1
72113,Puerto Rico,Ponce Municipio,139671,139671,1
72081,Puerto Rico,Lares Municipio,25696,25696,1
72007,Puerto Rico,Aguas Buenas Municipio,25748,25748,1
72131,Puerto Rico,San Sebastián Municipio,37120,37120,1
72123,Puerto Rico,Salinas Municipio,28109,28109,1
72091,Puerto Rico,Manatí Municipio,38836,38836,1
72051,Puerto Rico,Dorado Municipio,36803,36803,1
72143,Puerto Rico,Vega Alta Municipio,37106,37106,1
72054,Puerto Rico,Florida Municipio,11697,11697,1
72017,Puerto Rico,Barceloneta Municipio,24079,24079,1
72147,Puerto Rico,Vieques Municipio,8642,8642,1
72121,Puerto Rico,Sabana Grande Municipio,22560,22560,1
72101,Puerto Rico,Morovis Municipio,30962,30962,1
72141,Puerto Rico,Utuado Municipio,28676,28676,1
72075,Puerto Rico,Juana Díaz Municipio,46152,46152,1
72027,Puerto Rico,Camuy Municipio,31598,31598,1
72149,Puerto Rico,Villalba Municipio,22403,22403,1
72065,Puerto Rico,Hatillo Municipio,39950,39950,1
72067,Puerto Rico,Hormigueros Municipio,15943,15943,1
72107,Puerto Rico,Orocovis Municipio,20982,20982,1
72009,Puerto Rico,Aibonito Municipio,22988,22988,1
72053,Puerto Rico,Fajardo Municipio,31111,31111,1
72005,Puerto Rico,Aguadilla Municipio,52803,52803,1
72089,Puerto Rico,Luquillo Municipio,18224,18224,1
72077,Puerto Rico,Juncos Municipio,38780,38780,1
72103,Puerto Rico,Naguabo Municipio,26075,26075,1
72153,Puerto Rico,Yauco Municipio,35428,35428,1
72133,Puerto Rico,Santa Isabel Municipio,21757,21757,1
72117,Puerto Rico,Rincón Municipio,14056,14056,1
72109,Puerto Rico,Patillas Municipio,16929,16929,1
72145,Puerto Rico,Vega Baja Municipio,52192,52192,1
72069,Puerto Rico,Humacao Municipio,52507,52507,1
72043,Puerto Rico,Coamo Municipio,38906,38906,1
72119,Puerto Rico,Río Grande Municipio,49613,49613,1
72083,Puerto Rico,Las Marías Municipio,8370,8370,1
72097,Puerto Rico,Mayagüez Municipio,75232,75232,1
72045,Puerto Rico,Comerío Municipio,19224,19224,1
72071,Puerto Rico,Isabela Municipio,41707,41707,1
72105,Puerto Rico,Naranjito Municipio,28112,28112,1
72099,Puerto Rico,Moca Municipio,36161,36161,1
72111,Puerto Rico,Peñuelas Municipio,20383,20383,1
72055,Puerto Rico,Guánica Municipio,16293,16293,1
72057,Puerto Rico,Guayama Municipio,40889,40889,1
72019,Puerto Rico,Barranquitas Municipio,28393,28393,1
38085,North Dakota,Sioux County,4373,4373,1
38079,North Dakota,Rolette County,14511,14511,1
38043,North Dakota,Kidder County,2466,2466,1
42053,Pennsylvania,Forest County,7313,7313,1
46031,South Dakota,Corson County,4150,4150,1
46123,South Dakota,Tripp County,5458,5458,1
46017,South Dakota,Buffalo County,2026,2026,1
46053,South Dakota,Gregory County,4186,4186,1
46095,South Dakota,Mellette County,2052,2052,1
46041,South Dakota,Dewey County,5833,5833,1
46089,South Dakota,McPherson County,2297,2297,1
46075,South Dakota,Jones County,793,793,1
46037,South Dakota,Day County,5486,5486,1
46025,South Dakota,Clark County,3685,3685,1
46121,South Dakota,Todd County,10195,10195,1
46137,South Dakota,Ziebach County,2791,2791,1
46019,South Dakota,Butte County,10225,10225,1
46071,South Dakota,Jackson County,3290,3290,1
46007,South Dakota,Bennett County,3425,3425,1
46055,South Dakota,Haakon County,2018,2018,1
54103,West Virginia,Wetzel County,15436,15436,1
54089,West Virginia,Summers County,12848,12848,1
54007,West Virginia,Braxton County,14190,14190,1
54013,West Virginia,Calhoun County,7295,7295,1
54109,West Virginia,Wyoming County,21281,21281,1
54001,West Virginia,Barbour County,16633,16633,1
54075,West Virginia,Pocahontas County,8450,8450,1
54045,West Virginia,Logan County,33154,33154,1
54101,West Virginia,Webster County,8386,8386,1
54071,West Virginia,Pendleton County,7001,7001,1
54047,West Virginia,McDowell County,18661,18661,1
54015,West Virginia,Clay County,8709,8709,1
54059,West Virginia,Mingo County,24290,24290,1
54105,West Virginia,Wirt County,5798,5798,1
54085,West Virginia,Ritchie County,9844,9844,1
54025,West Virginia,Greenbrier County,35155,35155,1
54041,West Virginia,Lewis County,16166,16166,1
54053,West Virginia,Mason County,26820,26820,1
54005,West Virginia,Boone County,22368,22368,1
54063,West Virginia,Monroe County,13401,13401,1
37095,North Carolina,Hyde County,5213,5213,1
37187,North Carolina,Washington County,11922,11922,1
37039,North Carolina,Cherokee County,27969,27969,1
37177,North Carolina,Tyrrell County,4095,4095,1
37075,North Carolina,Graham County,8509,8509,1
37103,North Carolina,Jones County,9594,9594,1
37153,North Carolina,Richmond County,44997,44997,1
37017,North Carolina,Bladen County,33407,33407,1
37165,North Carolina,Scotland County,35076,35076,1
37173,North Carolina,Swain County,14260,14260,1
37015,North Carolina,Bertie County,19380,19380,1
37155,North Carolina,Robeson County,132596,132596,1
37199,North Carolina,Yancey County,17760,17760,1
37117,North Carolina,Martin County,22849,22849,1
37091,North Carolina,Hertford County,24012,24012,1
37181,North Carolina,Vance County,44479,44479,1
37083,North Carolina,Halifax County,51190,51190,1
37005,North Carolina,Alleghany County,11008,11008,1
37065,North Carolina,Edgecombe County,52648,52648,1
37079,North Carolina,Greene County,21033,21033,1
45081,South Carolina,Saluda County,20303,20303,1
45069,South Carolina,Marlboro County,26753,26753,1
45029,South Carolina,Colleton County,37585,37585,1
45005,South Carolina,Allendale County,9024,9024,1
45039,South Carolina,Fairfield County,22565,22565,1
45009,South Carolina,Bamberg County,14376,14376,1
45033,South Carolina,Dillon County,30689,30689,1
45049,South Carolina,Hampton County,19564,19564,1
45061,South Carolina,Lee County,17365,17365,1
45089,South Carolina,Williamsburg County,31324,31324,1
45011,South Carolina,Barnwell County,21346,21346,1
45067,South Carolina,Marion County,31308,31308,1
