"num_state","num_county","na_count","tot_build","mu_total_site_energy","med_total_site_energy","mu_total_source_energy","med_total_source_energy","mu_eui","med_eui","mu_area_sq_ft","med_area_sq_ft","year_built_na_count","mean_year_built","cat_state","cat_county","total_cooling_system_type_CE","total_cooling_system_type_miss","total_cooling_system_type_NO","total_cooling_system_type_NONE","total_cooling_system_type_OT","total_cooling_system_type_PA","total_cooling_system_type_RF","total_ee_potential_score_EE_HIGH","total_ee_potential_score_EE_LOW","total_ee_potential_score_EE_MED","total_ee_potential_score_miss","total_heating_system_type_CENTRAL","total_heating_system_type_FLOOR_WALL","total_heating_system_type_FORCED_AIR","total_heating_system_type_GRAVITY","total_heating_system_type_miss","total_heating_system_type_NONE","total_heating_system_type_OTHER","total_heating_system_type_YES","total_heating_fuel_type_Gas","total_heating_fuel_type_miss","total_heating_fuel_type_Oil","total_heating_fuel_type_Unknown","total_building_type_miss","total_building_type_MultiFamily","total_building_type_Other","total_building_type_SingleFamily","total_building_type_SmallCommercial","total_cooling_system_type_EC","total_cooling_system_type_WA","total_heating_system_type_ELECTRIC","total_heating_system_type_GAS","total_heating_system_type_HEAT_PUMP","total_heating_system_type_SPACE_SUSPENDED","total_heating_fuel_type_Electricity","total_cooling_system_type_WU","total_heating_system_type_BASEBOARD","total_heating_system_type_CONVECTION","total_heating_system_type_HOT_WATER","total_heating_system_type_PROPANE","total_heating_system_type_RADIANT","total_heating_system_type_SOLAR","total_heating_system_type_WOOD_BURNING","total_heating_fuel_type_Propane","total_heating_fuel_type_Wood","total_heating_system_type_GEOTHERMAL","total_heating_system_type_OIL","total_heating_system_type_STEAM","total_cooling_system_type_GT","total_heating_system_type_VENT","total_cooling_system_type_CW","total_heating_system_type_COAL","total_heating_fuel_type_Coal","total_heating_system_type_ZONE"
PA,Wayne,0,35942,1734.8640495479331,969.8699951171875,4116.68301289054,2420.3798828125,589.49762788631881,559.234574231814,4909.9281746226825,3552,35912,1987.8333333333335,PA,Wayne,2641,0,71,598,0,0,0,1319,10221,8138,0,0,0,6,0,0,635,4720,0,4167,0,2857,5531,0,232,626,19301,182,0,0,7541,0,245,0,7786,0,19,0,6998,0,176,0,0,0,0,0,1,0,0,0,0,0,0,0
PA,Clearfield,0,45674,1536.4202467880436,806.02001953125,3637.0454416510961,1918.8699951171875,539.39662028292878,482.946273004198,0.52433909678815949,0,45674,,PA,Clearfield,0,0,8,36944,0,0,0,2,8,4,0,0,0,0,0,0,36943,0,0,12,0,2,36943,0,2,3835,32859,261,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RI,Bristol,0,18622,709.56948167165672,492.54000854492188,1590.310097322289,881.030029296875,352.02051222993845,290.278752865999,1830.8387854295236,1722,17778,1996.3412322274883,RI,Bristol,0,0,0,12672,0,0,0,1416,7786,7341,0,111,0,4083,2,0,658,0,0,5745,0,10762,1642,0,1142,702,15957,510,0,0,0,4,28,278,29,0,206,0,10611,122,595,0,11,122,11,1,13,1588,0,0,0,0,0,0
RI,Kent,0,61370,1026.3144265745334,681.08001708984375,2438.3814080185975,1406.3399658203125,476.60794484727194,396.960469087497,1600.658813587967,1314,58295,1991.2796747967482,RI,Kent,0,0,0,36261,0,0,0,3030,28590,21422,0,107,0,21653,2,0,2313,0,0,19721,0,35998,2921,0,2897,2611,51348,2314,0,0,0,19,43,376,56,0,902,0,27077,426,125,5,48,426,48,8,27,6039,0,0,0,0,0,0
RI,Newport,0,37198,643.01640178534387,440.14999389648438,1436.362844748051,791.8800048828125,322.19114495903614,271.603235149065,1832.0910064859863,1484,30078,1987.9721910112355,RI,Newport,0,0,0,24401,0,0,0,2716,14783,11670,0,10,0,7914,0,0,3254,0,0,12749,0,18064,3450,0,2135,1727,29490,1184,0,0,0,31,76,7,101,0,1378,0,21058,172,179,0,0,172,0,25,68,364,0,0,0,0,0,0
RI,Providence,0,176598,1022.9579381298282,593.70001220703125,2334.430188267374,1071.97998046875,437.26129529248971,352.906308449497,1847.1346826850806,1484,173730,1994.7737099023711,RI,Providence,0,0,0,119706,0,0,0,24979,55992,65132,0,117,0,49181,0,0,12622,0,0,42075,0,113581,14034,0,19695,11470,131995,7144,0,0,256,547,59,943,335,0,1165,0,88535,260,352,5,19,260,19,15,154,16074,0,0,0,0,0,0
RI,Washington,0,62577,963.25603465545316,702.3800048828125,2259.4267144288137,1464.010009765625,483.06862916647816,416.442728746429,1816.3465024401578,1540,54466,1995.4188139563557,RI,Washington,0,0,0,36991,0,0,0,2377,30003,16281,0,2,0,16976,0,0,5567,0,0,28600,0,20960,5884,0,2535,2839,48853,1712,0,0,0,50,65,37,126,0,4956,0,26337,367,278,1,2,367,2,60,21,1220,0,0,0,0,0,0
SD,Jackson,0,3423,586.08560050164181,427.95999145507812,1145.946860114768,707.66998291015625,358.03508737587924,305.572344759768,3588.5792349726776,2880,2770,1959.4732006125575,SD,Jackson,0,0,200,119,0,0,0,132,254,213,0,0,9,253,8,0,141,0,289,212,0,73,442,0,3,54,664,11,0,0,0,0,5,0,5,0,21,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Custer,0,7184,1128.7473171880358,642.53997802734375,2643.690137672,1382.0899658203125,503.538610715098,427.308982959692,1682.1304133858259,1406,3378,1973.4306358381507,SD,Custer,0,0,2167,443,0,0,0,203,2313,1100,0,0,0,0,208,0,534,0,1976,294,0,122,2510,0,31,246,3698,89,0,0,955,95,179,0,1138,0,0,0,113,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
SD,Clark,0,6624,625.59780220996947,441.25,1158.0544376050796,697.1400146484375,358.99454834625692,323.03250581365,2893.2257907542576,2782,4787,1937.0745781164944,SD,Clark,0,0,0,2055,0,0,0,503,360,933,0,0,0,1521,0,0,271,0,97,577,0,999,368,0,0,136,1919,0,0,0,55,0,27,0,111,0,0,0,55,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
SD,Harding,0,3082,622.83708018006428,446.22000122070312,1218.4721113838668,743.59002685546875,348.05726121462044,296.672736024378,1240.6115485564312,1200,2740,1960.3771929824559,SD,Harding,0,0,128,89,0,0,0,38,136,118,0,0,0,0,6,0,126,0,206,14,0,16,335,0,8,37,309,27,0,0,8,0,8,0,16,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Minnehaha,0,126185,732.11725997887049,487.41000366210938,1523.5775690113419,800.1199951171875,296.52361008737461,267.821445835075,0,0,126185,,SD,Minnehaha,0,0,23933,2158,0,0,0,0,0,0,0,0,71,94808,411,0,2467,1,27,52302,0,44241,2793,0,3454,5909,101037,2317,0,0,10263,22,2472,97,13381,0,0,0,1123,0,130,2,0,0,0,644,0,179,0,0,0,0,0,0
SD,Davison,0,13149,599.86438752801814,409.67001342773438,1171.0806365658987,665.260009765625,273.9908393699813,252.524330334786,6306.8193172356368,1175,13149,,SD,Davison,0,0,0,2322,0,2,112,1572,3079,3140,0,0,133,920,2,0,6150,0,0,385,0,712,6483,0,55,1036,7316,0,7,62,233,0,426,89,822,0,114,0,40,0,111,0,5,0,5,163,0,21,0,0,0,0,0,0
SD,Spink,0,9957,572.75806941499559,402.29000854492188,1017.6577063527251,624.1400146484375,345.38884471375059,309.460696965689,2319.1653891509418,2240,9957,,SD,Spink,1,0,1,1513,0,7,107,586,486,1564,0,0,177,457,2,0,546,0,1641,316,0,554,2403,0,0,1193,2199,0,10,3,8,0,95,31,113,0,345,0,59,0,8,0,6,0,6,10,0,7,12,0,0,0,0,0
SD,McCook,0,9142,598.7104146717885,466.8900146484375,1083.7697566734882,737.90997314453125,366.80155547437857,321.131913847482,3027.4604006163322,2704,6380,1944.1451846488044,SD,McCook,0,0,600,419,0,0,0,666,665,1453,0,347,5,2109,6,0,435,2,0,612,0,1705,819,0,0,445,2800,0,0,0,0,0,99,4,109,0,88,0,112,0,26,0,0,0,0,10,0,2,0,0,0,0,0,0
SD,Hand,0,6695,548.33950705895006,377.33999633789062,1009.3858264031388,594.97998046875,333.10016432786131,289.023746894488,1395.700130947185,1288,6695,,SD,Hand,0,0,0,1785,0,0,9,259,582,966,0,0,105,576,0,0,577,0,400,384,0,449,1103,0,0,507,1784,0,3,0,0,0,355,0,355,0,257,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Walworth,0,6611,566.7156614575656,419.52999877929688,1023.4324756940259,650.09002685546875,329.59436732568776,297.267223005178,344.668595306975,0,6611,,SD,Walworth,0,0,0,3111,0,0,0,280,78,292,0,0,97,1026,5,0,832,0,961,522,0,695,1891,0,0,381,2730,0,0,0,0,0,3,0,3,0,143,0,42,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SD,Hughes,0,14071,738.92466594554242,477.3699951171875,1530.0433019557131,790.02001953125,320.24445803023679,286.521642236274,54.493051534452796,0,14071,,SD,Hughes,0,0,0,10362,0,0,0,15,134,191,0,0,79,758,13,0,3443,0,5279,858,0,492,8801,0,206,888,9148,120,0,0,0,0,211,0,211,0,551,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Brookings,0,17621,718.5541542848373,486.54998779296875,1437.3602387743435,794.52001953125,325.72324073690504,282.009735311553,10225.369937911222,6320,8270,1973.5474280825583,SD,Brookings,7600,0,1926,1265,0,0,0,1206,4015,3707,0,2052,92,5463,7,0,1302,0,5,3757,0,2169,3550,0,3,1367,9421,0,0,0,550,0,483,56,1315,0,0,0,452,0,43,3,0,0,0,279,0,4,0,0,0,0,0,0
SD,Corson,0,5098,557.83191790866965,430.39999389648438,1012.0854077195129,676.66998291015625,368.97039132704089,314.374200963389,2272.3284072249589,2240,4613,1952.4,SD,Corson,0,0,282,123,0,0,0,106,179,165,0,0,0,0,11,0,351,0,12,183,0,23,364,0,0,72,537,0,0,0,37,137,2,0,39,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,Brown,0,26210,643.60767852920731,419.239990234375,1205.2547756985375,643.469970703125,307.26267699741175,282.495006616565,1133.0238036354644,1100,26210,,SD,Brown,0,0,0,8274,0,62,0,2341,4839,5543,0,0,190,3727,31,0,2682,0,7791,1891,0,3186,10806,0,53,1802,14319,0,2,0,125,0,166,128,291,0,714,0,598,0,15,0,0,0,0,0,0,7,0,0,10,0,0,0
SD,Perkins,0,5829,604.71745306215587,445.94000244140625,1175.2195488616762,738.260009765625,334.68500034039329,286.400990293709,998.81905414667585,1040,4523,1951.9188361408883,SD,Perkins,0,0,604,284,0,0,0,170,410,565,0,0,51,0,12,0,345,0,170,444,0,153,566,0,11,167,1233,48,0,0,249,396,30,0,287,0,0,0,89,0,0,0,2,0,2,8,100,0,0,0,0,7,7,0
SD,Potter,0,5087,711.4554353992952,415.17999267578125,1403.3379695270676,639.71002197265625,339.61960357978558,303.740467152335,771.72193436960231,768,5087,,SD,Potter,0,0,0,1737,0,0,0,121,404,363,0,0,49,441,10,0,646,0,385,365,0,277,1083,0,0,214,1523,0,0,0,0,0,12,0,12,0,165,0,25,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
SD,Moody,0,8012,725.15103977237175,544.9000244140625,1467.6260593888519,922.45001220703125,402.36584710816129,335.119416882229,2586.5328043942623,2236,5104,1946.5213204951851,SD,Moody,1,0,764,351,0,0,0,716,718,1296,0,0,35,2510,0,0,474,0,0,1243,0,1441,525,0,0,119,3158,0,0,0,0,0,0,2,68,0,75,0,99,0,14,0,0,0,0,68,0,0,0,0,0,0,0,0
SD,Lake,0,10968,732.53421662377229,534.90997314453125,1437.0762714125829,884.55999755859375,401.6352728041166,341.383921611535,0,0,10968,,SD,Lake,0,0,0,6100,0,0,0,0,0,0,0,0,201,954,15,0,1459,0,2817,329,0,786,4676,0,0,452,5648,0,0,0,189,3,104,1,309,0,67,0,76,0,198,0,0,0,0,16,0,0,0,0,0,0,0,0
TN,Rhea,0,15880,1028.9274864599147,571.92999267578125,2622.8749181704211,1327.3800048828125,365.63894492981245,288.88284026181,2529.6878836833607,2496,4017,1989.9040714827609,TN,Rhea,0,0,213,4073,0,4544,0,758,5783,2861,0,1,7,0,0,0,3688,114,7729,252,0,19,11539,0,228,680,11304,168,2,0,555,79,0,0,562,0,0,0,0,0,0,7,0,0,0,0,2,190,0,0,0,8,8,0
TN,Madison,0,33976,1065.5060294813513,529.92999267578125,2785.7569793377147,1171.780029296875,297.2925461302101,223.334852073504,3304.2015859334592,3012,5850,1981.3817108725018,TN,Madison,0,0,609,5388,0,9615,0,1312,15969,7618,0,0,47,0,0,0,3181,677,21501,2501,0,181,25406,0,518,1795,25855,837,5,0,500,1871,0,0,509,0,0,0,0,0,0,9,0,0,0,0,26,785,0,0,0,408,408,0
TN,Unicoi,0,6752,2039.0011297701656,730.08001708984375,5034.5637857309439,1706.0999755859375,373.52525945424554,297.30069592326,2417.7942291838413,2390,948,1977.9290144727781,TN,Unicoi,0,0,130,1937,0,1528,0,1185,2012,1915,0,0,9,0,0,0,1332,86,3834,120,0,28,5261,0,59,328,5531,147,0,0,436,85,0,0,436,0,0,0,0,0,0,0,0,0,0,0,11,52,0,0,0,220,220,0
TN,Grainger,0,13361,1680.5966249130036,929.510009765625,4277.0203675377943,2375.3798828125,493.80196086153472,460.184242546226,1700.8645120405577,1738,5777,1986.7747890295357,TN,Grainger,0,0,53,3730,0,1265,0,375,2682,2115,0,1,9,0,0,0,3541,60,3996,63,0,6,7607,0,57,276,7499,58,2,0,199,49,5,0,205,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,9,9,0
TN,Stewart,0,8274,1368.2899294913827,724.78997802734375,3535.8307182988819,1876.5,459.38342407076675,407.900700223619,2273.7359502359509,2354,3950,1986.2682701202589,TN,Stewart,0,0,0,1545,0,1270,0,292,2208,1260,0,0,0,0,0,0,1406,0,3112,17,0,0,4518,0,49,197,4368,48,0,0,125,17,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
TN,Jefferson,0,26742,1233.8832841680878,696.8599853515625,3225.4078613531169,1771.989990234375,405.33768083027888,339.353005765589,2631.7157155133191,2576,7791,1990.1579336182783,TN,Jefferson,0,0,296,4389,0,3492,0,1142,10250,4879,0,1,19,0,0,0,4379,191,14786,105,0,21,19376,0,126,852,18549,256,0,0,213,48,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,68,68,0
TN,Carter,0,20080,1909.6799674583151,832.1300048828125,4805.9676016742969,2129.8798828125,422.55956498216619,363.176301783941,2378.9696758046689,2288,3241,1986.9679909733359,TN,Carter,0,0,239,5365,0,2215,0,1883,7230,5025,0,0,77,0,0,0,4261,67,11250,149,0,79,15655,0,340,569,16115,157,0,0,1112,20,0,0,1120,0,0,0,0,0,0,8,0,0,0,0,7,201,0,0,0,178,178,0
TN,Cumberland,0,27539,954.71959646769972,614.8900146484375,2459.2588474729823,1473.8599853515625,342.52673890672713,270.926847834252,2612.4101313694259,2790,8687,1990.5596753660091,TN,Cumberland,0,0,277,5623,0,12301,0,518,11242,4006,0,0,29,0,0,0,5048,87,13514,622,0,19,18678,0,207,1106,18524,259,14,0,734,112,0,0,737,0,0,0,0,0,0,3,0,0,0,0,5,524,0,0,0,40,40,0
TN,Putnam,0,6212,1010.2025387015409,544.08001708984375,2607.33186860585,1229,320.59667902795564,241.908214556334,3186.6625522217992,2842,1184,1984.2891805887041,TN,Putnam,0,0,141,1067,0,2062,0,167,2930,1338,0,0,9,0,0,0,833,124,3723,166,0,3,4689,0,194,392,4577,103,1,0,406,98,0,0,406,0,0,0,0,0,0,0,0,0,0,0,2,69,0,0,0,2,2,0
TN,Lewis,0,6816,1038.4675558774686,510.3599853515625,2668.5258739196092,1155.4300537109375,351.99449626877578,254.715553989644,2130.7201941337835,2304,2318,1982.6787461093816,TN,Lewis,0,0,114,1894,0,2392,0,228,1899,1256,0,0,24,0,0,0,1748,48,2590,126,0,6,4410,0,31,337,4281,90,0,0,197,50,0,0,197,0,0,0,0,0,0,0,0,0,0,0,1,81,0,0,0,0,0,0
TN,Union,0,8770,2126.5442258989256,977.92999267578125,5377.31117869848,2531.830078125,488.59783815347413,435.621157302771,1956.3775216138326,2200,3223,1991.7661799170726,TN,Union,0,0,101,2146,0,1958,0,431,2163,1373,0,6,6,0,0,0,2083,94,3464,41,0,10,5653,0,63,363,5378,95,0,0,190,23,2,0,192,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3,3,0
TN,Fayette,0,20444,997.23044564751467,643.1500244140625,2673.6252846435127,1665.510009765625,369.80155394796037,287.769608931929,3728.8032574777376,3482,7670,1991.2116016909345,TN,Fayette,23,0,132,3301,0,1526,0,497,7544,2988,0,23,1,0,2,0,2293,34,9500,355,0,31,11851,0,152,398,12498,91,3,0,900,249,0,0,901,0,0,0,0,0,0,1,0,0,0,0,1,134,0,0,0,1,1,0
TN,Sevier,0,38922,2190.8980004850782,897.4000244140625,5657.9461976539369,2370.85009765625,388.70405045937116,323.379501768046,2811.637738731858,2656,7630,1992.057970088202,TN,Sevier,0,0,779,7064,0,6045,0,849,20203,6161,0,0,49,0,0,0,6248,341,23918,563,0,20,30556,0,1174,2172,28926,453,3,0,1554,24,1,0,1563,0,0,0,0,0,0,8,0,0,0,0,2,557,0,0,0,23,23,0
TN,Hancock,0,3290,3347.5526391652597,1634.489990234375,8345.0527815844871,4104.5,509.15555136023903,450.893591431072,1829.883959044369,1824,2495,1983.39245283019,TN,Hancock,0,0,18,373,0,112,0,73,359,253,0,0,2,0,0,0,365,15,448,25,0,0,830,0,0,83,753,43,0,0,23,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,1,0
TN,Rutherford,0,99825,647.6503425760452,346.89999389648438,1624.3675426105601,684.78997802734375,201.21845399370989,164.002940778615,3253.695043528207,1686,23932,1997.4543633800211,TN,Rutherford,14,0,0,88766,0,11,0,1133,63957,18431,0,13,544,41,0,0,5394,4293,13,25,0,27,10753,0,580,1428,86080,705,0,0,2302,0,75685,491,77988,0,8,0,0,0,5,0,0,0,0,1,2,0,0,1,0,0,0,0
TN,Warren,0,20645,892.61573693554237,481.26998901367188,2308.9293411639228,1051.989990234375,309.90152689812288,232.482817072533,2441.5189998680557,2460,6082,1978.9078486575572,TN,Warren,0,0,383,3433,0,8295,0,759,7712,3691,0,0,19,0,0,0,3168,337,10696,293,0,20,14220,0,211,929,13639,379,10,0,622,55,0,0,622,0,0,0,0,0,0,0,0,0,0,0,1,257,0,0,0,3,3,0
TN,Maury,0,45730,1041.0411076598059,572.46002197265625,2720.1298816606673,1376.6300048828125,347.43636585552349,268.864207596284,2763.138250908074,2768,10936,1991.2446398804389,TN,Maury,2,0,806,6481,0,19030,0,2414,19351,9232,0,1,26,0,0,0,5582,554,27173,847,0,168,33336,0,383,1854,32858,695,1,0,1187,383,0,0,1296,0,0,0,0,0,0,109,0,0,0,0,10,622,0,0,0,143,143,0
TN,Meigs,0,7159,1204.1362588661048,703.07000732421875,3092.2445522595563,1754.510009765625,436.86601718406217,377.833128794114,2070.1642512077292,2102,3782,1989.9461060112533,TN,Meigs,0,0,0,1759,0,943,0,374,1092,944,0,0,6,0,0,0,1565,0,1961,98,0,0,3532,0,20,200,3463,43,0,0,93,98,0,0,95,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
TN,Bledsoe,0,8054,1057.6721709011977,642.69000244140625,2691.5377498188122,1536.010009765625,390.01126592275557,326.247991623554,1807.0708685162838,1664,5072,1982.9443326626426,TN,Bledsoe,0,0,70,1880,0,864,0,256,1035,949,0,0,0,0,0,0,1691,70,1259,61,0,1,3020,0,29,232,2973,82,0,0,208,36,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,26,0
TN,Washington,0,51618,1248.026689936326,733.40997314453125,3218.6811153517992,1815.27001953125,389.31024175039425,328.701652739492,3185.7053987076429,2540,10161,1992.2098559953679,TN,Washington,0,0,587,7980,0,5751,0,3161,23566,11703,0,0,55,0,0,0,4817,496,33207,860,0,177,38575,0,870,2038,39545,724,0,0,3003,276,0,0,3022,0,0,0,0,0,0,19,0,0,0,0,27,734,0,0,0,543,543,0
TN,Carroll,0,18473,863.50533434158979,524.77001953125,2215.3267190588672,1170.5999755859375,367.49336542535104,277.94437227281,2279.2399670148425,2352,8189,1970.8497666277722,TN,Carroll,0,0,203,4302,0,5374,0,990,4354,3125,0,0,11,0,0,0,2944,75,6140,1033,0,21,9170,0,57,756,9917,184,2,0,680,873,0,0,687,0,0,0,0,0,0,7,0,0,0,0,1,180,0,0,0,3,3,0
TN,Wayne,0,10201,1357.6839288218489,696.6199951171875,3572.7410992204591,1808.25,408.00183373459924,351.199479901538,1968.3382497541793,2087,5418,1979.2053104745978,TN,Wayne,0,0,70,2563,0,2019,0,308,2263,1082,0,0,1,0,0,0,2165,59,2315,148,0,4,4540,0,30,268,4727,60,3,0,368,110,0,0,381,0,0,0,0,0,0,13,0,0,0,0,0,42,0,0,0,12,12,0
TN,Scott,0,10577,1601.7803931979679,800.4000244140625,4208.7007884577142,2151.340087890625,449.87330592222719,402.666604474768,1891.2159728373183,1872,4307,1985.3133971291873,TN,Scott,0,0,84,3234,0,2415,0,469,2919,1399,0,0,14,0,0,0,2835,28,3266,295,0,5,6143,0,38,486,6147,103,0,0,276,170,0,0,279,0,0,0,0,0,0,3,0,0,0,0,0,130,0,0,0,52,52,0
TN,Knox,0,151321,1373.0188276989936,750.58001708984375,3597.3988750953963,1906.030029296875,379.77773055815084,317.760545405257,1.1150416296859813,0,26927,1991.2917262890492,TN,Knox,167,0,882,18365,0,10,0,4,25,13,0,98753,0,0,0,0,5939,0,11893,18,0,7,116585,0,2072,13728,124027,2139,0,0,631,0,24668,0,25356,0,0,0,25,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
TN,Grundy,0,7921,1083.515433096793,714.010009765625,2828.732539886927,1846.510009765625,432.68360845044344,398.470884121116,1898.7628330084476,1968,3628,1982.7528534824137,TN,Grundy,0,0,88,2570,0,1404,0,638,1273,1303,0,0,12,0,0,0,2126,59,1851,64,0,1,4050,0,22,280,4212,103,0,0,484,26,0,0,487,0,0,0,0,0,2,3,0,0,0,0,0,39,0,0,0,15,15,0
TN,Marshall,0,19096,940.62006240191647,485.67001342773438,2421.3682852850134,1088.4100341796875,327.18335551399929,244.598798566837,2766.9150501131589,2652,7075,1987.0866816404628,TN,Marshall,0,0,319,2722,0,7198,0,899,5015,4682,0,0,6,0,0,0,2331,285,8826,412,0,27,11448,0,183,694,11241,254,2,0,452,248,0,0,455,0,0,0,0,0,0,3,0,0,0,0,1,190,0,0,0,30,30,0
TN,Lawrence,0,25823,893.4876696198055,482.29000854492188,2284.77584099283,1071.3800048828125,325.11542188301826,234.681965536215,2388.52866120739,2464,10707,1978.5712490076737,TN,Lawrence,0,0,344,5433,0,7947,0,902,7621,4476,0,0,14,0,0,0,4157,145,9625,434,0,11,13941,0,92,905,14579,177,1,0,1298,282,0,0,1303,0,0,0,0,0,0,5,0,0,0,0,0,163,0,0,0,64,64,0
TN,Giles,0,18960,1390.1875770146335,669.030029296875,3623.8915266511817,1664.5899658203125,389.43532021174127,312.205890157948,2123.303216734048,2064,8242,1986.5752005971262,TN,Giles,0,0,289,3790,0,5893,0,1003,3907,3863,0,0,26,0,0,0,2541,177,6918,219,0,11,9665,0,64,841,10181,292,0,0,1424,65,0,0,1444,0,0,0,0,0,3,20,0,0,0,0,0,165,0,0,0,39,39,0
TN,Franklin,0,42679,934.26658319780631,479.3800048828125,2392.4171021868024,1024.5899658203125,297.9492482897183,218.807987753231,2857.4025258251445,2856,11921,1983.9138760647641,TN,Franklin,0,0,522,6725,0,17817,0,1684,15655,9302,0,0,35,0,0,0,5802,491,23715,500,0,31,30043,0,66,1459,29777,450,0,0,1158,249,0,0,1158,0,0,0,0,0,0,0,0,0,0,0,2,280,0,0,0,20,20,0
TN,Lincoln,0,11745,944.08111262510261,516.010009765625,2393.175390213,1146.6600341796875,333.37595424888843,253.049240197359,2669.2495155760912,2668,5238,1993.1698171200246,TN,Lincoln,0,0,137,2009,0,3815,0,632,2649,2326,0,0,14,0,0,0,1673,81,4384,173,0,5,6152,0,23,317,6283,86,0,0,374,111,0,0,376,0,0,0,0,0,0,2,0,0,0,0,0,67,0,0,0,3,3,0
TN,Hardeman,0,13049,951.90772332588961,603.65997314453125,2480.0538881708094,1466.8299560546875,389.70720272862923,303.426051791562,2191.2720870678618,2112,5749,1977.3493150684935,TN,Hardeman,0,0,187,3238,0,2644,0,419,3320,2237,0,0,13,0,0,0,1933,105,4137,587,0,13,6188,0,109,569,7004,128,1,0,987,496,0,0,990,0,0,0,0,0,0,3,0,0,0,0,1,103,0,0,0,32,32,0
TN,Henry,0,22207,1055.2627550246996,655.55999755859375,2720.5041639994761,1621.3299560546875,419.04629509113056,342.530612294889,2170.7174217655315,2280,10202,1975.9535193669299,TN,Henry,0,0,240,4725,0,5361,0,693,4831,3636,0,0,14,0,0,0,4042,144,7564,506,0,11,11764,0,64,810,11825,147,5,0,535,362,0,0,547,0,0,0,0,0,0,12,0,0,0,0,5,150,0,0,0,18,18,0
TN,Greene,0,40896,1362.5194443042665,758.72998046875,3522.3157903344031,1900.489990234375,434.29980148224479,385.353553321184,2320.9544967880092,2304,14080,1985.6599045346063,TN,Greene,0,0,537,5947,0,2792,0,2106,12173,9146,0,0,62,0,0,0,4577,318,20748,429,0,36,25705,0,436,1416,25824,344,1,0,1569,115,0,0,1608,0,0,0,0,0,0,39,0,0,0,0,12,338,0,0,0,242,242,0
TN,Obion,0,18811,696.54216970446055,403.91000366210938,1756.8134407062525,849.760009765625,254.45237322328978,200.321809460354,2519.4458679853151,2508,6144,1973.3757006394576,TN,Obion,0,0,253,3885,0,6529,0,1086,5717,3665,0,0,19,0,0,0,2690,275,8556,1236,0,45,11540,0,211,992,11835,309,5,0,521,920,0,0,524,0,0,0,0,0,0,3,0,0,0,0,2,359,0,0,0,2,2,0
TN,Dyer,0,18501,756.45915482197722,402.85000610351562,1940.9167031459856,882.09002685546875,255.70245474020948,206.485040739096,2876.3991728370347,2636,4254,1976.9036288341404,TN,Dyer,0,0,421,3526,0,5738,0,1379,6866,4091,0,0,23,0,0,0,2284,199,10559,1629,0,27,13065,0,200,1172,13319,300,6,0,249,1396,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,21,21,0
TN,Claiborne,0,17044,1743.1122731125092,852.71002197265625,4422.3840342584117,2176.110107421875,449.79025609091593,404.508190142271,2609.8613834667622,2520,6290,1987.6521294402082,TN,Claiborne,0,0,168,2631,0,2090,0,881,5039,3394,0,0,4,0,0,0,2289,195,7812,87,0,3,10300,0,98,522,10381,116,0,0,640,54,0,0,643,0,0,0,0,0,0,3,0,0,0,0,2,34,0,0,0,84,84,0
TN,Tipton,0,32261,754.0008866363421,473.82000732421875,1959.9371991043276,1064.9100341796875,289.7835479787426,218.072594139754,3134.4500294521895,3008,7286,1986.1602002001994,TN,Tipton,8,0,297,4506,0,4469,0,896,15854,6161,0,8,9,0,0,0,3186,306,20030,1000,0,83,23539,0,231,905,24123,206,1,0,798,810,0,0,813,0,0,0,0,0,0,15,0,0,0,0,4,269,0,0,0,30,30,0
TN,Hardin,0,16671,1128.6501065316509,581.05999755859375,2985.6650337558804,1441.9000244140625,375.19019590345715,288.185311307875,2458.0016017084886,2436,6186,1978.4949928469234,TN,Hardin,0,0,141,3839,0,5079,0,513,6294,2252,0,0,7,0,0,0,2651,92,6988,460,0,1,9739,0,229,676,10180,153,1,0,1009,319,0,0,1023,0,0,0,0,0,1,14,0,0,0,0,0,142,0,0,0,15,15,0
